"category","bucket","featureId","sourceLine","blockKey","text"
"additional","general","F2823","2823","additional-f2823-line-2823","ईमेल रसीद बैकअप: हर रसीद की एक कॉपी गूगल ड्राइव पर स्वतः सेव होना।"
"additional","general","F2824","2824","additional-f2824-line-2824","राजस्थानी पंचांग सिंक: त्योहारों के दिन वेबसाइट पर 'शुभ मुहूर्त' और शुभकामनाओं का पॉप-अप।"
"additional","general","F2825","2825","additional-f2825-line-2825","मेवाड़ की वीर गाथा: हल्दीघाटी के युद्ध का 3D मैप और रीयल-टाइम इतिहास।"
"additional","general","F2826","2826","additional-f2826-line-2826","मारवाड़ का शौर्य: मेहरानगढ़ किले की सात पोल (द्वारों) और उनके इतिहास का विवरण।"
"additional","general","F2827","2827","additional-f2827-line-2827","शेखावाटी की हवेलियाँ: नवलगढ़ और फतेहपुर की हवेलियों की चित्रकारी का सूक्ष्म डेटा।"
"additional","general","F2828","2828","additional-f2828-line-2828","बावड़ियों का विज्ञान: आभानेरी की चाँद बावड़ी के तापमान और जल संचयन का इतिहास।"
"additional","general","F2829","2829","additional-f2829-line-2829","जैसलमेर की नक्काशी: पटवों की हवेली के झरोखों के पत्थर पर की गई बारीक कारीगरी।"
"additional","general","F2830","2830","additional-f2830-line-2830","करणी माता मंदिर रहस्य: बीकानेर के चूहों (काबा) के पीछे की मान्यताओं का विवरण।"
"additional","general","F2831","2831","additional-f2831-line-2831","रणकपुर के 1444 खंभे: हर खंभे की अलग नक्काशी का सचित्र डिजिटल संग्रह।"
"additional","general","F2832","2832","additional-f2832-line-2832","राजस्थानी खान-पान गाइड: 'लाल मांस' और 'केर सांगरी' के सबसे पुराने और असली ठिकानों की लिस्ट।"
"additional","general","F2833","2833","additional-f2833-line-2833","बाड़मेर का अजरक प्रिंट: हस्तशिल्प की शुद्धता पहचानने के 5 सूक्ष्म तरीके।"
"additional","general","F2834","2834","additional-f2834-line-2834","पुष्कर घाट इतिहास: पुष्कर के 52 घाटों और उनके आध्यात्मिक महत्व का विवरण।"
"additional","general","F2835","2835","additional-f2835-line-2835","किलों के सुरंग रहस्य: तारागढ़ और नाहरगढ़ के गुप्त रास्तों की लोक कथाएं।"
"additional","general","F2836","2836","additional-f2836-line-2836","विरासत ऑडियो लाइब्रेरी: गाड़ी में बजने के लिए राजस्थानी कलाकारों की चुनिंदा लोकगीत लिस्ट।"
"additional","general","F2837","2837","additional-f2837-line-2837","साफ़ा (पगड़ी) ट्यूटोरियल: वेबसाइट पर 10 अलग-अलग प्रकार के साफ़े बांधने की छोटी वीडियो क्लिप।"
"additional","general","F2838","2838","additional-f2838-line-2838","राजस्थानी मुहावरा डेटा: 1000 स्थानीय कहावतों और उनके मर्म का डिजिटल संग्रह।"
"additional","general","F2839","2839","additional-f2839-line-2839","लोक वाद्ययंत्र सारंगी: सारंगी की बनावट और उसकी रूहानी आवाज़ का परिचय।"
"additional","general","F2840","2840","additional-f2840-line-2840","विजय स्तंभ विजय गाथा: मालवा विजय के उपलक्ष्य में बने स्तंभ की सूक्ष्म नक्काशी।"
"additional","general","F2841","2841","additional-f2841-line-2841","बावड़ी जल प्रणाली: पुराने समय के हाइड्रोलिक सिस्टम का वैज्ञानिक वर्णन।"
"additional","general","F2842","2842","additional-f2842-line-2842","सांस्कृतिक पंचांग: आने वाले मेलों (जैसे बेणेश्वर मेला) की रीयल-टाइम सूचना।"
"additional","general","F2843","2843","additional-f2843-line-2843","VVIP आतिथ्य नियम: गाड़ी में बैठने से पहले 'शाही इत्र' की पसंद पूछना।"
"additional","general","F2846","2846","additional-f2846-line-2846","इमरजेंसी कांटेक्ट बटन: वेबसाइट के फुटर में एक क्लिक पर पुलिस या एम्बुलेंस कॉल।"
"additional","general","F2847","2847","additional-f2847-line-2847","गूगल रिव्यु सिंक: रिव्यु मिलते ही उसे वेबसाइट के होमपेज पर ऑटोमैटिक अपडेट करना।"
"additional","general","F2848","2848","additional-f2848-line-2848","वेदर सेंसिटिव थीम: उदयपुर में बारिश होने पर वेबसाइट का रंग नीला (Rainy Blue) होना।"
"additional","general","F2850","2850","additional-f2850-line-2850","विंटेज फ़िल्टर मोड: ऐतिहासिक जानकारी पढ़ते समय पेज को 'प्राचीन पांडुलिपि' जैसा बनाना।"
"additional","general","F2856","2856","additional-f2856-line-2856","रॉयल माइलेज ट्रैकर: गाड़ी के माइलेज के हिसाब से ईंधन की लागत का ऑटो-कैलकुलेशन।"
"additional","general","F2857","2857","additional-f2857-line-2857","फास्ट लोडिंग इमेज: कम इंटरनेट वाले इलाकों (रेगिस्तान) में भी फोटो का जल्दी खुलना।"
"additional","general","F2858","2858","additional-f2858-line-2858","नक्काशी डिजाइन: वेबसाइट के बटनों पर मयूर या कमल की नक्काशी का बॉर्डर।"
"additional","general","F2860","2860","additional-f2860-line-2860","डिजिटल इन्वेंट्री: गाड़ी में रखी पानी की बोतलों और स्नैक्स का ऑटो-स्टॉक मैनेजमेंट।"
"additional","general","F2862","2862","additional-f2862-line-2862","बॉर्डर टैक्स कैलकुलेटर: राज्य की सीमा पार करते समय लगने वाले टैक्स की रीयल-टाइम गणना।"
"additional","general","F2864","2864","additional-f2864-line-2864","शाही कैलीग्राफी: वेबसाइट पर उपयोग होने वाले अक्षरों का राजसी डिज़ाइन।"
"additional","general","F2866","2866","additional-f2866-line-2866","रॉयल टूरिज्म सर्टिफिकेट: राजस्थान भ्रमण पूरा करने पर एक डिजिटल प्रशस्ति पत्र।"
"additional","general","F2867","2867","additional-f2867-line-2867","रिफंड विंडो: पेमेंट फेल होने पर 10 मिनट के भीतर खाते में वापसी की गारंटी।"
"additional","general","F2870","2870","additional-f2870-line-2870","किले के छिपे कोने: गाइड के जरिए किलों के उन हिस्सों की जानकारी जहाँ आम लोग नहीं जाते।"
"additional","general","F2873","2873","additional-f2873-line-2873","डिजिटल मैप बुक: राजस्थान के रास्तों और इतिहास की एक रंगीन ई-बुक (PDF)।"
"additional","general","F2874","2874","additional-f2874-line-2874","बेस्ट टी-स्टॉल स्टॉप: रास्ते के उन ढाबों की लिस्ट जहाँ की 'मसाला चाय' विश्व प्रसिद्ध है।"
"additional","general","F2875","2875","additional-f2875-line-2875","सामान क्यूआर टैग: यात्री के बैग पर चिपकाने के लिए एक डिजिटल 'ट्रैकर टैग' (ऑप्शनल)।"
"additional","general","F2882","2882","additional-f2882-line-2882","एआई वेदर एडवाइस: 'जैसलमेर में गर्मी है, कृपया सूती कपड़े और पानी रखें' जैसी सलाह।"
"additional","general","F2885","2885","additional-f2885-line-2885","रॉयल ब्रांडिंग स्टिकर: गाड़ियों पर 'Padharo Rajasthan Journey' का सुनहरी होलोग्राम।"
"additional","general","F2886","2886","additional-f2886-line-2886","प्रेडिक्टिव ट्रैफिक डेटा: पिछले 5 वर्षों के ट्रैफिक डेटा के आधार पर जाम का पूर्वानुमान।"
"additional","general","F2888","2888","additional-f2888-line-2888","किला नेविगेशन: किले के अंदर कौन सा महल कहाँ है, उसका इनडोर मैप।"
"additional","general","F2890","2890","additional-f2890-line-2890","वॉलेट बोनस: वॉलेट में 5000+ रुपये रखने पर 5% एक्स्ट्रा 'रॉयल क्रेडिट'।"
"additional","general","F2891","2891","additional-f2891-line-2891","क्विक कॉल बैक: 'कॉल मी' बटन दबाते ही 2 मिनट के भीतर कंपनी से वापसी कॉल।"
"additional","auto-suggestion","F2894","2894","additional-f2894-line-2894","सेफ नाइट हॉल्ट: रात में रुकने के लिए केवल 'वेरिफाइड' होटलों का ही सुझाव।"
"additional","general","F2896","2896","additional-f2896-line-2896","सफर की पहेलियाँ: बच्चों के लिए राजस्थान के इतिहास से जुड़ी छोटी-छोटी क्विज।"
"additional","general","F2897","2897","additional-f2897-line-2897","पोशाक रेंटल लिंक: टैक्सी के साथ राजस्थानी पगड़ी और कपड़े रेंट पर लेने का विकल्प।"
"additional","general","F2898","2898","additional-f2898-line-2898","पैनोरमा फोटो अलर्ट: रास्ते में सबसे सुंदर नज़ारे आने पर फोटो के लिए अलर्ट।"
"additional","general","F2900","2900","additional-f2900-line-2900","रॉयल सील एनीमेशन: रसीद पेमेंट होने पर सुनहरी मुहर का रीयल एनीमेशन।"
"additional","general","F2901","2901","additional-f2901-line-2901","सटीक मारवाड़ी अनुवाद: मारवाड़ी बोलियों को सटीक अंग्रेजी में बदलने की तकनीक।"
"additional","general","F2902","2902","additional-f2902-line-2902","ऑफ-बीट मैप: उन गांवों का रास्ता जहाँ की लोक कला अब भी जीवित है।"
"additional","general","F2903","2903","additional-f2903-line-2903","बैठते ही सत्कार: गाड़ी में प्रवेश करते ही 'ठंडा पानी और इत्र' की शाही पेशकश।"
"additional","general","F2904","2904","additional-f2904-line-2904","एआई ट्रेवल गाइड: चलते सफर में झीलों और पहाड़ों का लाइव इतिहास सुनाना।"
"additional","general","F2911","2911","additional-f2911-line-2911","झरोखों का विज्ञान: महलों में हवा के प्रवाह के पीछे का आर्किटेक्चर समझाना।"
"additional","general","F2915","2915","additional-f2915-line-2915","फ्लोर मैट क्लीनिंग: गाड़ी के फ्लोर मैट्स को हर यात्री के उतरने के बाद वैक्यूम या ब्रश से साफ करना।"
"additional","general","F2916","2916","additional-f2916-line-2916","ग्लास क्लेरिटी: गाड़ी की खिड़कियों और विंडशील्ड पर उंगलियों के निशान न होने का सूक्ष्म चेक।"
"additional","general","F2917","2917","additional-f2917-line-2917","एसी वेंट शुद्धि: एसी के वेंट्स में धूल न जमने देने के लिए विशेष ब्रश क्लीनिंग।"
"additional","general","F2918","2918","additional-f2918-line-2918","स्मोक फ्री सर्टिफिकेट: गाड़ी में कभी भी धूम्रपान न करने का डिजिटल वचन पत्र।"
"additional","general","F2919","2919","additional-f2919-line-2919","बूट स्पेस ऑर्गेनाइजेशन: गाड़ी की डिक्की (Boot Space) को सामान रखने के लिए हमेशा खाली और साफ रखना।"
"additional","general","F2920","2920","additional-f2920-line-2920","डोर हैंडल सैनिटाइजेशन: यात्रियों के बैठने से पहले दरवाजे के हैंडल को कीटाणुमुक्त करना।"
"additional","general","F2929","2929","additional-f2929-line-2929","रात की लाइट चेक: रात के सफर से पहले हेडलाइट, टेललाइट और इंडिकेटर का सूक्ष्म चेक।"
"additional","general","F2930","2930","additional-f2930-line-2930","वाइपर हेल्थ चेक: बारिश के मौसम में वाइपर ब्लेड्स की धार और सफाई की जांच।"
"additional","general","F2931","2931","additional-f2931-line-2931","ब्रेक पैड मॉनिटरिंग: हर 5000 किमी पर ब्रेक की पकड़ का डिजिटल रिकॉर्ड।"
"additional","general","F2933","2933","additional-f2933-line-2933","स्पेयर टायर (Stepney): स्टेपनी में हवा का दबाव और बदलने के औजारों का रीयल-टाइम चेक।"
"additional","general","F2934","2934","additional-f2934-line-2934","फर्स्ट एड एक्सपायरी: फर्स्ट एड किट में रखी दवाओं की एक्सपायरी डेट का हर महीने चेक।"
"additional","general","F2935","2935","additional-f2935-line-2935","अग्नि शमन वैधता: फायर एक्सटिंगुइशर के रिफिल होने की तारीख का डिजिटल रिकॉर्ड।"
"additional","general","F2936","2936","additional-f2936-line-2936","टोल फास्टैग अलर्ट: फास्टैग में हमेशा पर्याप्त बैलेंस रखने का ऑटो-रिमाइंडर।"
"additional","general","F2942","2942","additional-f2942-line-2942","वेदर गियर: बारिश होने पर गाड़ी में छाता और वाटरप्रूफ बैग कवर की उपलब्धता।"
"additional","general","F2943","2943","additional-f2943-line-2943","सनस्क्रीन/हैट अलर्ट: तेज़ धूप में बाहर निकलने वाले पर्यटकों को सनस्क्रीन की याद दिलाना।"
"additional","general","F2944","2944","additional-f2944-line-2944","शाही चाय की चुस्की: रास्ते के उन गुप्त 'टी-स्टॉल्स' की मैपिंग जहाँ मिट्टी के कुल्हड़ में चाय मिलती है।"
"additional","general","F2947","2947","additional-f2947-line-2947","इमरजेंसी कांटेक्ट कार्ड: गाड़ी की हर सीट के पीछे अजय भाई का डायरेक्ट नंबर और एम्बुलेंस नंबर।"
"additional","general","F2948","2948","additional-f2948-line-2948","सीट बेल्ट रिमाइंडर: गाड़ी स्टार्ट होते ही यात्रियों को प्यार से बेल्ट लगाने का आग्रह।"
"additional","general","F2949","2949","additional-f2949-line-2949","स्पीड लिमिट बीप: 80 किमी/घंटा छूते ही गाड़ी के अंदर एक मधुर 'राजस्थानी टोन' की चेतावनी।"
"additional","general","F2959","2959","additional-f2959-line-2959","सोशल मीडिया शेयरिंग: 'I am traveling with Padharo Rajasthan Journey' का फोटो फ्रेम।"
"additional","general","F2960","2960","additional-f2960-line-2960","हैशटैग कैंपेन: #PadharoRajasthanJourney के साथ पोस्ट करने पर डिस्काउंट कूपन।"
"additional","general","F2961","2961","additional-f2961-line-2961","एआई ब्लॉग सिंक: राजस्थान के मेलों की जानकारी वेबसाइट पर ऑटो-अपडेट होना।"
"additional","general","F2966","2966","additional-f2966-line-2966","सर्वर अपटाइम: वेबसाइट का साल के 365 दिन 24 घंटे ऑनलाइन रहने का तकनीकी भरोसा।"
"additional","general","F2967","2967","additional-f2967-line-2967","एसईओ ऑप्टिमाइजेशन: 'Best Taxi in Udaipur' सर्च करने पर आपकी साइट का शीर्ष पर आना।"
"additional","general","F2968","2968","additional-f2968-line-2968","किलों का ऑडियो गाइड: गाड़ी के स्पीकर पर किलों के इतिहास का 2 मिनट का वॉयस-ओवर।"
"additional","general","F2969","2969","additional-f2969-line-2969","झीलों की गहराई का डेटा: पर्यटकों को झीलों के बारे में वैज्ञानिक और ऐतिहासिक तथ्य बताना।"
"additional","general","F2970","2970","additional-f2970-line-2970","राजस्थानी पंचांग सिंक: त्योहारों के दिन वेबसाइट का बैकग्राउंड स्वतः बदलना।"
"additional","general","F2971","2971","additional-f2971-line-2971","शाही इत्र गंध: गाड़ी के अंदर 'चंदन' या 'गुलाब' के इत्र का सूक्ष्म उपयोग।"
"additional","general","F2973","2973","additional-f2973-line-2973","इमरजेंसी फुटर: वेबसाइट के हर पेज पर 'Direct Call Ajay Bhai' का बटन।"
"additional","general","F2974","2974","additional-f2974-line-2974","गूगल मैप्स API: सबसे सटीक और तेज मैप्स का उपयोग।"
"additional","general","F2975","2975","additional-f2975-line-2975","स्मार्ट इमेज लोडिंग: धीमी इंटरनेट स्पीड में भी वेबसाइट का जल्दी खुलना।"
"additional","general","F2977","2977","additional-f2977-line-2977","शाही फोंट स्टाइल: राजस्थानी कैलीग्राफी वाले डिजिटल अक्षरों का प्रयोग।"
"additional","general","F2981","2981","additional-f2981-line-2981","विंटेज मोड स्विच: वेबसाइट को पुराने 'राजा-महाराजा' काल के लुक में बदलने का बटन।"
"additional","general","F2983","2983","additional-f2983-line-2983","सोशल मीडिया फीड: वेबसाइट के होमपेज पर आपकी लेटेस्ट इंस्टाग्राम पोस्ट्स।"
"additional","general","F2987","2987","additional-f2987-line-2987","रॉयल माइलेज ट्रैकर: ईंधन की बचत और पैसे के हिसाब का ऑटो-कैलकुलेशन।"
"additional","general","F2988","2988","additional-f2988-line-2988","नक्काशी डिजाइन UI: बटनों पर राजस्थानी कला का सूक्ष्म बॉर्डर।"
"additional","general","F2990","2990","additional-f2990-line-2990","स्टॉक मैनेजमेंट: गाड़ी में रखे पानी और स्नैक्स का डिजिटल स्टॉक हिसाब।"
"additional","general","F2992","2992","additional-f2992-line-2992","बॉर्डर टैक्स कैलकुलेटर: राज्य की सीमा पार करते समय लगने वाले शुल्क की पारदर्शिता।"
"additional","general","F2994","2994","additional-f2994-line-2994","शाही कैलीग्राफी: वेबसाइट के हेडर्स का राजसी लिखावट में होना।"
"additional","general","F2996","2996","additional-f2996-line-2996","टूरिज्म सर्टिफिकेट: राजस्थान भ्रमण पूरा करने पर डिजिटल 'शाही प्रमाण पत्र'।"
"additional","general","F2997","2997","additional-f2997-line-2997","पेमेंट रिफंड विंडो: ट्रांजेक्शन फेल होने पर 10 मिनट में वापसी की तकनीकी गारंटी।"
"additional","general","F3000","3000","additional-f3000-line-3000","किले के छिपे रहस्य: पर्यटकों को किलों के उन कोनों की जानकारी देना जो आम तौर पर लोग छोड़ देते हैं।"
"additional","general","F3001","3001","additional-f3001-line-3001","राजस्थानी कहावतें: सफर के दौरान स्क्रीन पर प्रेरणादायक मारवाड़ी मुहावरे।"
"additional","general","F3003","3003","additional-f3003-line-3003","डिजिटल मैप बुक (PDF): राजस्थान के रास्तों और इतिहास की एक सुंदर गाइड बुक।"
"additional","auto-suggestion","F3004","3004","additional-f3004-line-3004","बेस्ट चाय ब्रेक: रास्ते के सबसे प्रसिद्ध चाय के ठिकानों का ऑटो-सुझाव।"
"additional","general","F3008","3008","additional-f3008-line-3008","वेबसाइट लिंक चेकर: हर 1 घंटे में वेबसाइट के सभी बटनों की ऑटो-जांच।"
"additional","general","F3012","3012","additional-f3012-line-3012","विषय: ऐतिहासिक सूक्ष्मता, अनसुने तथ्य एवं लोक संस्कृति"
"additional","general","F3013","3013","additional-f3013-line-3013","हल्दीघाटी की मिट्टी: रक्त तलाई की मिट्टी के लाल होने के पीछे के वैज्ञानिक और ऐतिहासिक तथ्यों का विवरण।"
"additional","general","F3014","3014","additional-f3014-line-3014","चेतक की छतरी: बलीचा गाँव में स्थित चेतक के स्मारक और उसके अंतिम पड़ाव का सूक्ष्म मैप।"
"additional","general","F3015","3015","additional-f3015-line-3015","महाराणा प्रताप के शस्त्र: उनके 80 किलो के भाले और 208 किलो के कुल वजन के शस्त्रों का विवरण।"
"additional","general","F3016","3016","additional-f3016-line-3016","मेवाड़ का राजकीय चिन्ह: ""जो दृढ़ राखे धर्म को, तिही राखे करतार"" के अर्थ की व्याख्या।"
"additional","general","F3018","3018","additional-f3018-line-3018","पद्मिनी का जौहर: जौहर कुंड की वर्तमान स्थिति और उस ऐतिहासिक बलिदान की तिथि-वार जानकारी।"
"additional","general","F3019","3019","additional-f3019-line-3019","मीरा बाई का मंदिर: चित्तौड़गढ़ में मीरा बाई की भक्ति और उनके मंदिर की नक्काशी का विवरण।"
"additional","general","F3021","3021","additional-f3021-line-3021","बादल महल: कुंभलगढ़ के सबसे ऊँचे भाग 'बादल महल' से दिखने वाले मारवाड़ के नज़ारे।"
"additional","general","F3022","3022","additional-f3022-line-3022","रणकपुर का 'झुकता खंभा': मंदिर के एक खंभे के जानबूझकर झुके होने के पीछे की कहानी।"
"additional","general","F3023","3023","additional-f3023-line-3023","जैन धर्म और राजस्थान: ओसियां और दिलवाड़ा के मंदिरों का आध्यात्मिक महत्व।"
"additional","general","F3024","3024","additional-f3024-line-3024","दिलवाड़ा की नक्काशी: संगमरमर पर की गई बारीक कारीगरी को पहचान की सूक्ष्म युक्तियाँ।"
"additional","general","F3025","3025","additional-f3025-line-3025","नक्की झील का निर्माण: देवताओं द्वारा नाखूनों से झील खोदने की पौराणिक कथा।"
"additional","general","F3026","3026","additional-f3026-line-3026","अचलगढ़ का किला: परमार राजाओं द्वारा निर्मित इस किले के सैन्य महत्व का डेटा।"
"additional","general","F3027","3027","additional-f3027-line-3027","सांभर झील का नमक: झील के निर्माण और वहां आने वाले 'फ्लेमिंगो' पक्षियों का डेटा।"
"additional","general","F3028","3028","additional-f3028-line-3028","शेखावाटी की भित्ति चित्रकारी: दीवारों पर नेचुरल रंगों (सब्जियों के रंग) के उपयोग की विधि।"
"additional","general","F3029","3029","additional-f3029-line-3029","मंडावा की हवेलियाँ: हवेलियों के 'चौक' और 'मर्दाना' व 'जनाना' हिस्सों का सांस्कृतिक अंतर।"
"additional","general","F3030","3030","additional-f3030-line-3030","बिश्नोई पंथ के 29 नियम: जाम्भोजी महाराज द्वारा बताए गए पर्यावरण संरक्षण के नियमों का विवरण।"
"additional","general","F3031","3031","additional-f3031-line-3031","काले हिरण का संरक्षण: बिश्नोई गांवों में वन्यजीवों के प्रति प्रेम की रीयल-टाइम कहानियाँ।"
"additional","general","F3032","3032","additional-f3032-line-3032","खेजड़ली का बलिदान: अमृता देवी बिश्नोई और 363 लोगों के वृक्षों के लिए बलिदान की गाथा।"
"additional","general","F3034","3034","additional-f3034-line-3034","लाठी सीरीज: जैसलमेर के नीचे स्थित मीठे पानी की गुप्त पट्टी का भूगर्भीय डेटा।"
"additional","general","F3035","3035","additional-f3035-line-3035","कुलधरा का सन्नाटा: पालीवाल ब्राह्मणों के एक रात में गाँव छोड़ने का रहस्य।"
"additional","general","F3036","3036","additional-f3036-line-3036","भानगढ़ की सीमा: सूर्यास्त के बाद किले में प्रवेश वर्जित होने का आधिकारिक और लोक कारण।"
"additional","general","F3037","3037","additional-f3037-line-3037","अजमेर दरगाह की देग: सम्राट अकबर द्वारा भेंट की गई विशाल देग (खाना बनाने का बर्तन) की क्षमता।"
"additional","general","F3038","3038","additional-f3038-line-3038","तारागढ़ की सुरंगें: बूंदी और अजमेर के किलों के बीच की गुप्त संचार प्रणाली।"
"additional","general","F3039","3039","additional-f3039-line-3039","जयपुर का 'जंतर मंतर': सम्राट यंत्र द्वारा समय की 2 सेकंड की सटीकता मापने का विज्ञान।"
"additional","general","F3040","3040","additional-f3040-line-3040","हवा महल की खिड़कियाँ: 953 झरोखों के पीछे का वैज्ञानिक वेंटिलेशन (Venturi Effect) सिद्धांत।"
"additional","general","F3041","3041","additional-f3041-line-3041","नाहरगढ़ का जैविक उद्यान: वहां पाए जाने वाले एशियाई शेरों और बाघों का डेटा।"
"additional","general","F3042","3042","additional-f3042-line-3042","आमेर की 'शीला माता': मूर्ति के बंगाल से जयपुर आने का ऐतिहासिक मार्ग और कहानी।"
"additional","general","F3043","3043","additional-f3043-line-3043","केसर क्यारी: आमेर किले की झील में बनी केसर की खेती की पुरानी पद्धति।"
"additional","general","F3044","3044","additional-f3044-line-3044","जयबाण तोप: पहियों पर खड़ी दुनिया की सबसे बड़ी तोप के एक बार चलने का इतिहास।"
"additional","general","F3045","3045","additional-f3045-line-3045","पन्ना मीणा का कुंड: जयपुर की इस अनूठी बावड़ी की सीढ़ियों का गणितीय डिज़ाइन।"
"additional","general","F3046","3046","additional-f3046-line-3046","गागरोन का जल दुर्ग: बिना नींव के चट्टान पर खड़े इस यूनेस्को धरोहर की विशेषता।"
"additional","general","F3047","3047","additional-f3047-line-3047","रणथंभौर का त्रिनेत्र गणेश: दुनिया का इकलौता मंदिर जहाँ गणेश जी के तीन नेत्र हैं।"
"additional","general","F3048","3048","additional-f3048-line-3048","हमीर की हठ: ""सिंह सवन सत्पुरुष वचन..."" वाली कहावत के पीछे का इतिहास।"
"additional","general","F3049","3049","additional-f3049-line-3049","ताल छापर अभयारण्य: काले हिरणों के लिए प्रसिद्ध इस घास के मैदान का पारिस्थितिक तंत्र।"
"additional","general","F3050","3050","additional-f3050-line-3050","करणी माता के सफेद चूहे: सावन-भादो कढ़ाई और मंदिर के प्रसाद की शुद्धता का डेटा।"
"additional","general","F3051","3051","additional-f3051-line-3051","जूनागढ़ का 'अनूप महल': सोने की कलम से की गई नक्काशी और कांच के काम का विवरण।"
"additional","general","F3052","3052","additional-f3052-line-3052","ऊंट की खाल पर कला (Usta Art): बीकानेर की इस लुप्त होती कला के मास्टर कलाकारों की लिस्ट।"
"additional","general","F3053","3053","additional-f3053-line-3053","मथानिया की लाल मिर्च: जोधपुर के इस क्षेत्र की मिर्च के तीखेपन और रंग का वैश्विक महत्व।"
"additional","general","F3054","3054","additional-f3054-line-3054","सालासर बालाजी: दाढ़ी-मूंछ वाले हनुमान जी के विग्रह का प्राकट्य इतिहास।"
"additional","general","F3055","3055","additional-f3055-line-3055","खाटू श्याम जी: 'हारे का सहारा' और बर्बरीक के शीश दान की पौराणिक गाथा।"
"additional","general","F3056","3056","additional-f3056-line-3056","बेणेश्वर धाम: सोम, माही और जाखम नदियों के त्रिवेणी संगम का धार्मिक महत्व।"
"additional","general","F3057","3057","additional-f3057-line-3057","गवरी नृत्य: भील जनजाति द्वारा 40 दिनों तक किए जाने वाले इस लोक नाट्य का कैलेंडर।"
"additional","general","F3058","3058","additional-f3058-line-3058","तेजाजी की घोड़ी 'लीलन': लोक देवता तेजाजी के बलिदान और सांपों के रक्षक होने की कहानी।"
"additional","general","F3059","3059","additional-f3059-line-3059","पाबूजी की फड़: ऊंटों के बीमार होने पर बांची जाने वाली इस 'फड़' की चित्रकला।"
"additional","general","F3060","3060","additional-f3060-line-3060","देवनारायण जी की फड़: सबसे लंबी फड़ और उस पर डाक टिकट जारी होने का इतिहास।"
"additional","general","F3061","3061","additional-f3061-line-3061","राजस्थानी पगड़ी (साफ़ा): विवाह, शोक और युद्ध के समय पहनी जाने वाली पगड़ियों के रंगों का अर्थ।"
"additional","general","F3062","3062","additional-f3062-line-3062","कालबेलिया पोशाक: काले रंग के घाघरे पर की जाने वाली कसीदाकारी का महत्व।"
"additional","general","F3063","3063","additional-f3063-line-3063","घूमर के 'सवाई': नृत्य के दौरान लिए जाने वाले 8 विशेष चरणों का तकनीकी विवरण।"
"additional","general","F3064","3064","additional-f3064-line-3064","चरी नृत्य: सिर पर जलते हुए कपास के बीज रखकर किए जाने वाले इस नृत्य की कला।"
"additional","general","F3065","3065","additional-f3065-line-3065","कठपुतली का 'अरडू' की लकड़ी: कठपुतली निर्माण में इसी लकड़ी के चयन का वैज्ञानिक कारण।"
"additional","general","F3066","3066","additional-f3066-line-3066","रावणहत्था की बनावट: नारियल की आधी कटोरी और घोड़े के बालों से बने इस वाद्य का विज्ञान।"
"additional","general","F3067","3067","additional-f3067-line-3067","अलगोजा वादन: एक साथ दो बांसुरी फूँकने की कठिन तकनीक और उस्ताद कलाकार।"
"additional","general","F3068","3068","additional-f3068-line-3068","खड़ताल का जादू: लकड़ी के टुकड़ों से पैदा होने वाली अद्भुत ताल का परिचय।"
"additional","general","F3069","3069","additional-f3069-line-3069","मांड गायकी: ""पधारो म्हारे देश"" गीत की राग और उसकी वैश्विक पहचान।"
"additional","general","F3070","3070","additional-f3070-line-3070","अल्लाह जिलाई बाई: मरू कोकिला के जीवन और उनके योगदान का संक्षिप्त विवरण।"
"additional","general","F3071","3071","additional-f3071-line-3071","राजस्थानी रसोई के मसाले: राई, मेथी, दाना और सूखी मिर्च के औषधीय गुण।"
"additional","general","F3072","3072","additional-f3072-line-3072","केर-सांगरी का महत्व: अकाल के समय मरुस्थल का सहारा बनने वाली इस सब्जी का पोषण डेटा।"
"additional","general","F3073","3073","additional-f3073-line-3073","घेवर का निर्माण: तीज के अवसर पर बनने वाली इस मिठाई की जालीदार बनावट का रहस्य।"
"additional","general","F3074","3074","additional-f3074-line-3074","जोधपुरी मावा कचौरी: इस शाही स्वाद के निर्माण की पारंपरिक विधि।"
"additional","general","F3075","3075","additional-f3075-line-3075","बीकानेरी भुजिया: वहां के पानी और मिट्टी के कारण आने वाले विशिष्ट स्वाद का वैज्ञानिक तर्क।"
"additional","general","F3076","3076","additional-f3076-line-3076","बाड़मेर का 'पनीर': ऊँटनी के दूध से बनने वाले उत्पादों का स्वास्थ्य लाभ।"
"additional","general","F3077","3077","additional-f3077-line-3077","राजस्थान के लोक खेल: 'मारदड़ी' और 'दड़ा' जैसे खेलों के लुप्त होने का डेटा।"
"additional","general","F3078","3078","additional-f3078-line-3078","रियासतकालीन डाक व्यवस्था: ऊंटों और हरकारों के जरिए संदेश भेजने की पुरानी पद्धति।"
"additional","general","F3079","3079","additional-f3079-line-3079","झरोखों का विज्ञान: प्राचीन इमारतों में ठंडी हवा के लिए बनाए गए 'कूलिंग चैनल्स'।"
"additional","general","F3080","3080","additional-f3080-line-3080","प्राचीन रंगाई (Tie & Dye): लहरिया और बंधेज के पैटर्न बनाने की धागा पद्धति।"
"additional","general","F3081","3081","additional-f3081-line-3081","अकोला की प्रिंटिंग: चित्तौड़गढ़ के अकोला में 'दाबू' प्रिंटिंग की प्राकृतिक प्रक्रिया।"
