lineNo,section,likelyMultiPoint,text
723,customer,false,"■.■ ■■■■■■ ■■■■■■ (Complete Booking System)"
724,customer,false,"• ■■■ ■■ ■■■ ■■ ■■■■■ ■■■■ ■■ ■■■■■ ■■■■ ■■■■■"
725,customer,false,"• Pickup location search with auto-suggestions"
726,customer,false,"• ■■■■■■■■ ■■ ■■■ ■■■■ ■ ■■■■ ■■■■■ ■■ ■■■ ■■■■"
727,customer,true,"• All cities auto-suggest (Jaipur, Udaipur, Jodhpur, etc.)"
728,customer,true,"• All forts auto-suggest (Amber, Mehrangarh, etc.)"
729,customer,true,"• All temples auto-suggest (Ajmer Sharif, Brahma Temple, etc.)"
730,customer,false,"• All tourist spots auto-suggest"
731,customer,false,"• Villages ■■ small towns ■■ included"
732,customer,false,"• Custom location entry option"
733,customer,false,"• GPS-based current location pickup"
734,customer,false,"• Drop location search with same auto-suggestions"
735,customer,false,"• Popular routes quick select"
736,customer,false,"• Recent locations history"
737,customer,false,"• Favorite locations save ■■■■ ■■ option"
738,customer,false,"• Multi-stop trip planning (future feature)"
739,customer,false,"• Round trip option"
740,customer,false,"• One-way trip option"
741,customer,false,"• Vehicle type selection"
742,customer,false,"• Hatchback (4 seater) - photo ■■ capacity"
743,customer,false,"• Sedan (4 seater) - photo ■■ capacity"
744,customer,false,"• SUV (6-7 seater) - photo ■■ capacity"
745,customer,false,"• Tempo Traveller (12 seater) - photo ■■ capacity"
746,customer,false,"• Bus (20+ seater) - photo ■■ capacity"
747,customer,false,"• AC ■■ Non-AC options"
748,customer,true,"• Vehicle features display (music, WiFi, etc.)"
749,customer,false,"• Date picker - minimum 2 hours advance booking"
750,customer,false,"• Time picker with 30-minute slots"
751,customer,false,"• Flexible timing option"
752,customer,false,"• Immediate booking (if available)"
753,customer,false,"• Advanced booking (up to 3 months)"
754,customer,false,"• Passenger details form"
755,customer,false,"• Main passenger name"
756,customer,false,"• Phone number"
757,customer,false,"• Email address"
758,customer,false,"• Number of passengers"
759,customer,false,"• Special requirements field"
760,customer,false,"• Luggage details"
761,customer,false,"• Child seat requirement"
762,customer,false,"• Pet-friendly option"
763,customer,false,"• Wheelchair accessibility"
764,customer,false,"• Additional notes field"
765,customer,false,""
766,customer,false,""
767,customer,false,"■.■ ■■■■■■ ■■■■ ■■ ■■■■■ ■■■■■■■■ (Fare Calculation)"
768,customer,false,"• Real-time fare calculator"
769,customer,false,"• Distance-based automatic calculation"
770,customer,false,"• Vehicle type ■■ ■■■■ ■■ pricing"
771,customer,false,"• Base fare display (■■■■■■■ ■■■■■■)"
772,customer,false,"• Per kilometer charges"
773,customer,false,"• Minimum fare guarantee"
774,customer,false,"• Maximum fare cap"
775,customer,false,"• GST calculation (5% auto-add)"
776,customer,false,"• Complete fare breakdown display:"
777,customer,false,"- Base charge"
778,customer,false,"- Distance charge (KM × Rate)"
779,customer,false,"- GST amount"
780,customer,false,"- Total payable amount"
781,customer,false,"• Toll charges (if applicable)"
782,customer,false,"• Parking charges (if applicable)"
783,customer,false,"• Night charges (10 PM - 6 AM)"
784,customer,false,"• Peak hours surcharge"
785,customer,false,"• Festival season pricing"
786,customer,false,"• Dynamic pricing based on demand"
787,customer,false,"• Multiple vehicle price comparison"
788,customer,false,"• Estimated vs actual fare display"
789,customer,false,"• Fare estimate via SMS/Email"
790,customer,false,"• Price freeze option"
791,customer,false,"• Round trip discount"
792,customer,false,"• Long distance package rates"
793,customer,false,"• Group booking discounts"
794,customer,false,"• Promo code discount deduction"
795,customer,false,"• Loyalty points redemption"
796,customer,false,"• Wallet balance adjustment"
797,customer,false,"• Final amount to pay clearly shown"
798,customer,false,""
799,customer,false,""
800,customer,false,"■.■ ■■■■■■ ■■■■■■ (Complete Payment System)"
801,customer,false,"• Multiple payment methods support"
802,customer,false,"• ■■■■■■■■■ ■■■ (PayPal) - International payment"
803,customer,false,"• UPI payments (■■■ UPI apps)"
804,customer,false,"- Google Pay (GPay)"
805,customer,false,"- PhonePe"
806,customer,false,"- Paytm UPI"
807,customer,false,"- BHIM UPI"
808,customer,false,"- Amazon Pay UPI"
809,customer,false,"- Any UPI ID"
810,customer,true,"• Credit cards (Visa, Mastercard, Amex, RuPay)"
811,customer,false,"• Debit cards (■■■ banks)"
812,customer,false,"• Net banking (■■■ major banks)"
813,customer,true,"- SBI, HDFC, ICICI, Axis, PNB"
814,customer,false,"- Regional banks ■■ included"
815,customer,false,"• Mobile wallets:"
816,customer,false,"- Paytm Wallet"
817,customer,false,"- PhonePe Wallet"
818,customer,false,"- Mobikwik"
819,customer,false,"- Freecharge"
820,customer,false,"- Amazon Pay"
821,customer,false,"• GOindiaRIDE Wallet (platform ■■ own wallet)"
822,customer,false,"- Wallet ■■■ ■■■■ add ■■■■"
823,customer,false,"- Wallet ■■ direct payment"
824,customer,false,"- Auto-reload option"
825,customer,false,"- Wallet transaction history"
826,customer,false,"- Refund to wallet (instant)"
827,customer,false,"• Cash on Delivery option"
828,customer,false,"- Driver ■■ cash payment"
829,customer,false,"- Change arrangement alert"
830,customer,false,"• EMI option (high value bookings)"
831,customer,false,"• Split payment (multiple methods)"
832,customer,false,"• Payment schedule (advance + balance)"
833,customer,false,"• Auto-debit facility"
834,customer,false,"• Payment retry option"
835,customer,false,"• Payment failure alerts"
836,customer,false,"• Transaction ID generation"
837,customer,false,"• Payment confirmation SMS"
838,customer,false,"• Payment confirmation Email"
839,customer,false,"• Payment receipt download (PDF)"
840,customer,false,"• GST invoice generation"
841,customer,false,"• Payment security (PCI-DSS compliant)"
842,customer,false,"• OTP verification for payments"
843,customer,false,"• CVV verification"
844,customer,false,"• 3D Secure authentication"
845,customer,false,"• Refund to original payment method"
846,customer,false,"• Refund timeline display"
847,customer,false,"• Payment history tracking"
848,customer,false,"• Monthly payment statements"
849,customer,false,""
850,customer,false,""
851,customer,false,"■.■ ■■■■ ■■■■■■■■ ■■ ■■■■■■■■■ (Ride History Management)"
852,customer,false,"• Complete ride history (■■■ past bookings)"
853,customer,false,"• Upcoming bookings display"
854,customer,false,"• Completed trips list"
855,customer,false,"• Cancelled bookings list"
856,customer,false,"• Ongoing trip tracking"
857,customer,false,"• Filter by date range"
858,customer,false,"• Filter by status (completed/cancelled/pending)"
859,customer,false,"• Search by booking ID"
860,customer,false,"• Search by destination"
861,customer,false,"• Trip details view:"
862,customer,false,"- Booking date ■■ time"
863,customer,false,"- Pickup location"
864,customer,false,"- Drop location"
865,customer,false,"- Distance traveled"
866,customer,false,"- Time taken"
867,customer,false,"- Vehicle type"
868,customer,false,"- Driver name ■■ photo"
869,customer,false,"- Driver rating"
870,customer,false,"- Fare paid"
871,customer,false,"- Payment method"
872,customer,false,"• Route map view"
873,customer,false,"• Trip timeline"
874,customer,false,"• Trip photos (if uploaded)"
875,customer,false,"• Invoice download (PDF format)"
876,customer,false,"• GST invoice"
877,customer,false,"• Print invoice option"
878,customer,false,"• Email invoice"
879,customer,false,"• Ride cancellation option"
880,customer,false,"• Cancellation before 24 hours - 100% refund"
881,customer,false,"• Cancellation 12-24 hours before - 50% refund"
882,customer,false,"• Cancellation less than 12 hours - No refund"
883,customer,false,"• Cancellation penalty display"
884,customer,false,"• Refund status tracking"
885,customer,false,"• Rebook option (■■ click ■■■ ■■■ ■■ book)"
886,customer,false,"• Same route booking"
887,customer,false,"• Modify existing booking"
888,customer,false,"• Add to favorite routes"
889,customer,false,"• Share trip details:"
890,customer,false,"- WhatsApp share"
891,customer,false,"- Email share"
892,customer,false,"- SMS share"
893,customer,false,"- Social media share"
894,customer,false,"• Export trip history (Excel/PDF)"
895,customer,false,"• Monthly trip summary"
896,customer,false,"• Total distance traveled"
897,customer,false,"• Total money spent"
898,customer,false,"• Carbon footprint calculator"
899,customer,false,"• Loyalty points earned per trip"
900,customer,false,""
901,customer,false,""
902,customer,false,"■.■ ■■■■■■ ■■ ■■■■■■ ■■■■■■ (Rating & Review System)"
903,customer,false,"• Driver rating system (1-5 stars)"
904,customer,false,"• Vehicle condition rating"
905,customer,false,"• Service quality rating"
906,customer,false,"• Punctuality rating"
907,customer,false,"• Behavior rating"
908,customer,false,"• Overall experience rating"
909,customer,false,"• Written review ■■■■■ ■■ option"
910,customer,false,"• Review character limit (500 words)"
911,customer,false,"• Review editing option"
912,customer,false,"• Review delete option"
913,customer,false,"• Photo upload from trip"
914,customer,false,"• Multiple photos upload (up to 10)"
915,customer,false,"• Video review upload (optional)"
916,customer,false,"• Anonymous review option"
917,customer,false,"• Public review display"
918,customer,false,"• Verified booking badge on review"
919,customer,false,"• Review helpful/not helpful voting"
920,customer,false,"• View other customer reviews"
921,customer,false,"• Sort reviews by:"
922,customer,false,"- Most recent"
923,customer,false,"- Highest rated"
924,customer,false,"- Lowest rated"
925,customer,false,"- Most helpful"
926,customer,false,"• Filter reviews by rating"
927,customer,false,"• Driver response to reviews"
928,customer,false,"• Admin moderation of reviews"
929,customer,false,"• Report inappropriate reviews"
930,customer,false,"• Review rewards (loyalty points)"
931,customer,false,"• Monthly best reviewer badge"
932,customer,false,"• Share your review on social media"
933,customer,false,""
934,customer,false,""
935,customer,false,"■.■ ■■■■■■■ ■■ ■■■■■■■■■ ■■■■■■■■ (Safety & Emergency)"
936,customer,false,"• Emergency SOS button (highly visible)"
937,customer,false,"• One-click emergency alert"
938,customer,false,"• SOS sends GPS location automatically"
939,customer,false,"• SOS alerts admin instantly"
940,customer,false,"• SOS alerts police (if configured)"
941,customer,false,"• SOS alerts emergency contacts"
942,customer,false,"• Share ride details via WhatsApp"
943,customer,false,"• Share ride details via SMS"
944,customer,false,"• Share ride details via Email"
945,customer,false,"• Live location sharing:"
946,customer,false,"- Share with family members"
947,customer,false,"- Share with friends"
948,customer,false,"- Real-time location updates"
949,customer,false,"- Location sharing duration control"
950,customer,false,"• Add 3 emergency contacts"
951,customer,true,"- Name, phone, relation"
952,customer,false,"- Auto-alert in emergency"
953,customer,false,"• 24/7 customer support:"
954,customer,false,"- Phone support"
955,customer,false,"- Chat support"
956,customer,false,"- Email support"
957,customer,false,"- WhatsApp support"
958,customer,false,"• Help center with FAQs"
959,customer,false,"• Common issues ■■ solutions"
960,customer,false,"• Safety guidelines for travelers"
961,customer,false,"• Women safety features:"
962,customer,false,"- Female driver preference option"
963,customer,false,"- Share OTP verification"
964,customer,false,"- Trusted contact verification"
965,customer,false,"• Night travel safety tips"
966,customer,false,"• Insurance information display"
967,customer,false,"• Passenger insurance details"
968,customer,false,"• Accident helpline number"
969,customer,false,"• Medical emergency contacts"
970,customer,false,"• Nearest hospital information"
971,customer,false,"• Police station contacts"
972,customer,false,"• Tourist helpline numbers"
973,customer,false,"• Embassy contacts (for international tourists)"
974,customer,false,"• In-trip support button"
975,customer,false,"• Report unsafe driving"
976,customer,false,"• Report route deviation"
977,customer,false,"• Speed limit alerts"
978,customer,false,"• Trip recording option"
979,customer,false,"• Audio recording (with consent)"
980,customer,false,"• Panic mode (silent alert)"
981,customer,false,"• Safe arrival confirmation"
982,customer,false,"• Destination reached notification"
983,customer,false,""
984,customer,false,""
985,customer,false,"■.■ ■■■■■■ ■■ ■■■■■■■ ■■■■■■■■ (Tourism & Local Services)"
986,customer,false,"• Restaurant recommendations (verified)"
987,customer,false,"- Multi-cuisine restaurants"
988,customer,false,"- Local Rajasthani food spots"
989,customer,false,"- Budget restaurants"
990,customer,false,"- Premium dining"
991,customer,false,"- Street food recommendations"
992,customer,false,"- Vegetarian/Non-veg options"
993,customer,false,"- Restaurant ratings ■■ reviews"
994,customer,false,"- Distance from current location"
995,customer,false,"- Booking/reservation option"
996,customer,false,"• Shop/Post office/Hotel ■■ ■■■■■■■"
997,customer,false,"• Handicraft shops information:"
998,customer,false,"- Textile shops"
999,customer,false,"- Jewelry shops"
1000,customer,false,"- Pottery ■■ ceramics"
1001,customer,false,"- Leather goods"
1002,customer,false,"- Miniature paintings"
1003,customer,false,"- Blue pottery"
1004,customer,false,"- Bandhani ■■ tie-dye"
1005,customer,false,"- Rajasthani puppets"
1006,customer,false,"- Shop ratings"
1007,customer,false,"- Price range"
1008,customer,false,"- Bargaining tips"
1009,customer,false,"• Hotel recommendations:"
1010,customer,false,"- Budget hotels"
1011,customer,false,"- Mid-range hotels"
1012,customer,false,"- Luxury hotels"
1013,customer,false,"- Heritage hotels"
1014,customer,false,"- Homestays"
1015,customer,false,"- Hotel ratings"
1016,customer,false,"- Room rates"
1017,customer,false,"- Amenities list"
1018,customer,false,"- Booking links"
1019,customer,false,"• Post office locations"
1020,customer,false,"• ATM locations"
1021,customer,false,"• Petrol pumps"
1022,customer,false,"• Medical stores (24×7)"
1023,customer,false,"• Hospitals ■■ clinics"
1024,customer,false,"• Police stations"
1025,customer,false,"• Tourist information centers"
1026,customer,false,"• Currency exchange centers"
1027,customer,false,"• Parking areas"
1028,customer,false,"• Public toilets"
1029,customer,false,"• Railway stations"
1030,customer,false,"• Bus stands"
1031,customer,false,"• Airport information"
1032,customer,false,"• Photography spots:"
1033,customer,false,"- Best sunset points"
1034,customer,false,"- Best sunrise spots"
1035,customer,false,"- Instagram-worthy locations"
1036,customer,false,"- Selfie points"
1037,customer,false,"• Cultural events calendar:"
1038,customer,false,"- Festivals"
1039,customer,false,"- Fairs (Pushkar Fair, etc.)"
1040,customer,false,"- Folk music events"
1041,customer,false,"- Dance performances"
1042,customer,false,"- Camel rides"
1043,customer,false,"- Desert camps"
1044,customer,false,"• Local guides contact"
1045,customer,false,"• Language translator services"
1046,customer,false,"• Shopping tips"
1047,customer,false,"• Local customs information"
1048,customer,false,"• Weather forecast"
1049,customer,false,"• Best season to visit"
1050,customer,false,"• Monsoon travel tips"
1051,customer,false,"• Summer travel precautions"
1052,customer,false,"• Winter travel guide"
1053,customer,false,""
1054,customer,false,""
1055,customer,false,""
1056,customer,false,"■.■■ ■■■■■■ ■■■ ■■ ■■■ (Promo Codes & Discounts)"
1057,customer,false,"• Discount coupon codes"
1058,customer,false,"• First ride discount (special offer)"
1059,customer,false,"• Sign-up bonus"
1060,customer,false,"• Referral program:"
1061,customer,false,"- Refer a friend ■■ earn discount"
1062,customer,false,"- Referral code sharing"
1063,customer,false,"- WhatsApp share"
1064,customer,false,"- Social media share"
1065,customer,false,"- Referral earnings tracking"
1066,customer,false,"- Both parties get discount"
1067,customer,false,"• Loyalty points system:"
1068,customer,false,"- Earn points on every ride"
1069,customer,false,"- 1 trip = X points"
1070,customer,false,"- Points to rupees conversion"
1071,customer,false,"- Redeem points for discounts"
1072,customer,false,"- Points balance display"
1073,customer,false,"- Points expiry information"
1074,customer,false,"- Bonus points on special occasions"
1075,customer,false,"• Seasonal offers:"
1076,customer,false,"- Diwali special discount"
1077,customer,false,"- Holi offers"
1078,customer,false,"- New Year deals"
1079,customer,false,"- Republic Day offer"
1080,customer,false,"- Independence Day discount"
1081,customer,false,"- Navratri special"
1082,customer,false,"- Christmas offers"
1083,customer,false,"• Festival season packages"
1084,customer,false,"• Pushkar Fair special rates"
1085,customer,false,"• Group booking discounts:"
1086,customer,false,"- Family packages"
1087,customer,false,"- Corporate bookings discount"
1088,customer,false,"- School/college group rates"
1089,customer,false,"- Multiple vehicle booking discount"
1090,customer,false,"• Long distance discounts"
1091,customer,false,"• Round trip packages"
1092,customer,false,"• Multi-day trip packages"
1093,customer,false,"• Weekend special offers"
1094,customer,false,"• Weekday discounts"
1095,customer,false,"• Early bird discounts (advance booking)"
1096,customer,false,"• Last-minute deals"
1097,customer,false,"• Birthday special discount"
1098,customer,false,"• Anniversary offers"
1099,customer,false,"• Student discounts (with valid ID)"
1100,customer,false,"• Senior citizen discounts"
1101,customer,false,"• Armed forces discounts"
1102,customer,false,"• Coupon code redemption:"
1103,customer,false,"- Apply code at checkout"
1104,customer,false,"- Auto-apply best offer"
1105,customer,false,"- Multiple code usage rules"
1106,customer,false,"- Coupon code validation"
1107,customer,false,"- Expiry date display"
1108,customer,false,"• Cashback offers:"
1109,customer,false,"- Cashback to wallet"
1110,customer,false,"- Cashback percentage"
1111,customer,false,"- Minimum booking amount"
1112,customer,false,"- Maximum cashback limit"
1113,customer,false,"• Combo offers:"
1114,customer,false,"- Hotel + Taxi package"
1115,customer,false,"- Sight-seeing + Taxi combo"
1116,customer,false,"- Meal + Taxi offer"
1117,customer,false,"• Bank offers:"
1118,customer,false,"- HDFC card offers"
1119,customer,false,"- ICICI bank discounts"
1120,customer,false,"- SBI card cashback"
1121,customer,false,"- Other bank promotions"
1122,customer,false,"• Wallet-specific offers"
1123,customer,false,"• UPI payment cashback"
1124,customer,false,"• Payment method discounts"
1125,customer,false,""
1126,customer,false,""
1127,customer,false,"■.■■ ■■■■ ■■■■■■■■ (User Dashboard)"
1128,customer,false,"• Personalized dashboard"
1129,customer,false,"• Welcome message with user name"
1130,customer,false,"• Profile completion percentage"
1131,customer,false,"• Upcoming bookings display:"
1132,customer,false,"- Next trip details"
1133,customer,false,"- Countdown timer"
1134,customer,false,"- Quick cancel option"
1135,customer,false,"- Modify booking option"
1136,customer,false,"• Recent trips summary"
1137,customer,false,"• Total trips completed counter"
1138,customer,false,"• Total distance traveled (in KM)"
1139,customer,false,"• Total money spent (lifetime)"
1140,customer,false,"• This month's expense"
1141,customer,false,"• Average trip cost"
1142,customer,false,"• Loyalty points balance:"
1143,customer,false,"- Current points"
1144,customer,false,"- Points about to expire"
1145,customer,false,"- Next reward milestone"
1146,customer,false,"• Wallet balance display:"
1147,customer,false,"- Current balance"
1148,customer,false,"- Add money button"
1149,customer,false,"- Transaction history"
1150,customer,false,"• Saved favorite locations:"
1151,customer,false,"- Home address"
1152,customer,false,"- Work address"
1153,customer,false,"- Frequent destinations"
1154,customer,false,"- Quick booking from favorites"
1155,customer,false,"• Emergency contacts list:"
1156,customer,false,"- View contacts"
1157,customer,false,"- Edit contacts"
1158,customer,false,"- Add new contact"
1159,customer,false,"• Quick actions:"
1160,customer,false,"- Book now button"
1161,customer,false,"- Rebook last trip"
1162,customer,false,"- View invoices"
1163,customer,false,"- Download statements"
1164,customer,false,"• Notifications center:"
1165,customer,false,"- Unread notifications count"
1166,customer,false,"- All notifications list"
1167,customer,false,"- Mark as read option"
1168,customer,false,"- Clear all notifications"
1169,customer,false,"• Offers ■■ promotions:"
1170,customer,false,"- Active offers display"
1171,customer,false,"- Expiring soon alerts"
1172,customer,false,"- Claim offer button"
1173,customer,false,"• Achievements ■■ badges:"
1174,customer,false,"- Frequent traveler badge"
1175,customer,false,"- Explorer badge"
1176,customer,false,"- Loyal customer badge"
1177,customer,false,"- Early adopter badge"
1178,customer,false,"• Travel statistics:"
1179,customer,false,"- Most visited place"
1180,customer,false,"- Favorite vehicle type"
1181,customer,false,"- Preferred driver"
1182,customer,false,"- Peak travel time"
1183,customer,false,"• Carbon footprint:"
1184,customer,false,"- CO2 saved vs personal vehicle"
1185,customer,false,"- Environmental impact"
1186,customer,false,"• Referral status:"
1187,customer,false,"- Friends referred count"
1188,customer,false,"- Successful referrals"
1189,customer,false,"- Pending referrals"
1190,customer,false,"- Earnings from referrals"
1191,customer,false,"• Settings quick access:"
1192,customer,false,"- Profile settings"
1193,customer,false,"- Notification preferences"
1194,customer,false,"- Privacy settings"
1195,customer,false,"- Language change"
1196,customer,false,"- Help and support"
1197,customer,false,"• Feedback option"
1198,customer,false,"• Rate your experience"
1199,customer,false,"• Suggest improvements"
1200,customer,false,""
1201,customer,false,""
1202,customer,false,"■.■■ ■■■■■■■■■■ ■■■■■■ (Notification System)"
1203,customer,false,"• Push notifications (real-time)"
1204,customer,false,"• SMS notifications"
1205,customer,false,"• Email notifications"
1206,customer,false,"• WhatsApp notifications (optional)"
1207,customer,false,"• Booking confirmation notification"
1208,customer,false,"• Driver assignment alert:"
1209,customer,false,"- Driver name"
1210,customer,false,"- Driver photo"
1211,customer,false,"- Vehicle details"
1212,customer,false,"- Contact number"
1213,customer,false,"• Driver on the way notification"
1214,customer,false,"• Driver arrival alert (5 mins before)"
1215,customer,false,"• Driver arrived notification"
1216,customer,false,"• OTP verification notification"
1217,customer,false,"• Trip started notification"
1218,customer,false,"• Trip ongoing updates (optional)"
1219,customer,false,"• Mid-trip alerts"
1220,customer,false,"• Trip completed notification"
1221,customer,false,"• Payment success confirmation"
1222,customer,false,"• Invoice ready notification"
1223,customer,false,"• Refund processed alert"
1224,customer,false,"• Promo code activated message"
1225,customer,false,"• Discount applied notification"
1226,customer,false,"• Loyalty points earned alert"
1227,customer,false,"• Points about to expire warning"
1228,customer,false,"• Wallet balance low alert"
1229,customer,false,"• Wallet money added confirmation"
1230,customer,false,"• New offer launched notification"
1231,customer,false,"• Expiring offer reminder"
1232,customer,false,"• Festival special offers alert"
1233,customer,false,"• Referral success notification"
1234,customer,false,"• Friend joined via referral alert"
1235,customer,false,"• Achievement unlocked notification"
1236,customer,false,"• New badge earned alert"
1237,customer,false,"• Birthday wishes ■■ special offer"
1238,customer,false,"• Anniversary discount notification"
1239,customer,false,"• Booking reminder (1 day before)"
1240,customer,false,"• Booking reminder (1 hour before)"
1241,customer,false,"• Weather alert (if bad weather)"
1242,customer,false,"• Road closure information"
1243,customer,false,"• Festival crowd alert"
1244,customer,false,"• Driver rating reminder"
1245,customer,false,"• Incomplete booking reminder"
1246,customer,false,"• Abandoned cart reminder"
1247,customer,false,"• Re-engagement notifications:"
1248,customer,false,"- Miss you messages"
1249,customer,false,"- Come back offers"
1250,customer,false,"- Special discounts for inactive users"
1251,customer,false,"• Profile completion reminder"
1252,customer,false,"• Emergency contact update reminder"
1253,customer,false,"• Document expiry alert (if applicable)"
1254,customer,false,"• App update available notification"
1255,customer,false,"• New feature announcement"
1256,customer,false,"• Notification preferences:"
1257,customer,false,"- Enable/Disable notifications"
1258,customer,false,"- Choose notification types"
1259,customer,false,"- Notification sound"
1260,customer,false,"- Vibration on/off"
1261,customer,false,"- Do Not Disturb hours"
1262,customer,false,"• Notification history"
1263,customer,false,"• Unread notifications badge"
1264,customer,false,"• Notification actions:"
1265,customer,false,"- Quick reply from notification"
1266,customer,false,"- Book from notification"
1267,customer,false,"- View details"
1268,customer,false,"- Dismiss"
1269,customer,false,"- Snooze"
1270,customer,false,""
1271,customer,false,""
1272,customer,false,"■.■■ ■■■■■■■■ ■■■■■■ ■■■■■■■■ (Additional Customer Features)"
1273,customer,false,"• Multi-language support:"
1274,customer,false,"- ■■■■■ (Hindi)"
1275,customer,false,"- English"
1276,customer,false,"- ■■■■■■■■■ (Rajasthani)"
1277,customer,false,"- German (■■■■■)"
1278,customer,false,"- French (■■■■■■)"
1279,customer,false,"- Spanish (■■■■■■■)"
1280,customer,false,"- Chinese (■■■■■■ ■■■) all language"
1281,customer,false,"• ■■■■ ■■■■■■■■ (Language communication support)"
1282,customer,false,"• Real-time language translation"
1283,customer,false,"• Trip before preview (unique) - ■■■■■ ■■ ■■■■■■"
1284,customer,false,"- Virtual tour of destination"
1285,customer,false,"- Photos of route"
1286,customer,false,"- Points of interest"
1287,customer,false,"- Estimated journey visuals"
1288,customer,false,"• Real Trip Photos (■■■■ ■■■■■■):"
1289,customer,false,"- Actual customer trip photos"
1290,customer,false,"- Photo gallery"
1291,customer,false,"- Before and after photos"
1292,customer,false,"- Seasonal photos"
1293,customer,false,"• 'Why Come Back Again' section:"
1294,customer,false,"- Unique experiences highlight"
1295,customer,false,"- Customer testimonials"
1296,customer,false,"- Return customer benefits"
1297,customer,false,"• 'Why Trust Us' section:"
1298,customer,false,"- Company credentials"
1299,customer,false,"- Safety record"
1300,customer,false,"- Customer satisfaction rate"
1301,customer,false,"- Awards ■■ recognition"
1302,customer,false,"- Media coverage"
1303,customer,false,"- Certifications"
1304,customer,false,"• Emotional Connect content:"
1305,customer,false,"- Personal stories"
1306,customer,false,"- Memorable journeys"
1307,customer,false,"- Family travel experiences"
1308,customer,false,"- Cultural connections"
1309,customer,false,"• Conversion ■■■■■■ ■■■■ ■■■■:"
1310,customer,false,"- Clear call-to-action buttons"
1311,customer,false,"- Limited time offers display"
1312,customer,false,"- Urgency creators (X seats left)"
1313,customer,false,"- Trust badges"
1314,customer,false,"- Secure payment icons"
1315,customer,false,"• Social Proof elements:"
1316,customer,false,"- Total customers served"
1317,customer,false,"- Total kilometers covered"
1318,customer,false,"- Total trips completed"
1319,customer,false,"- Average rating display"
1320,customer,false,"- Customer reviews count"
1321,customer,false,"- Media mentions"
1322,customer,false,"- Celebrity endorsements"
1323,customer,false,"- Awards display"
1324,customer,false,"• 'Experience, not Ride' Section:"
1325,customer,false,"- Journey as experience marketing"
1326,customer,false,"- Cultural immersion focus"
1327,customer,false,"- Local insights"
1328,customer,false,"- Storytelling approach"
1329,customer,false,"• Payment & Money Trust indicators:"
1330,customer,false,"- Secure payment badges"
1331,customer,false,"- PCI-DSS certification"
1332,customer,false,"- Money-back guarantee"
1333,customer,false,"- Refund policy clearly stated"
1334,customer,false,"- No hidden charges promise"
1335,customer,false,"• International Customer ■■ ■■■:"
1336,customer,false,"- ■■■■■■■■■ ■■■■■■ ■■ ■■■■ ■■■■ ■■: 'SAFE ■■ ■■'"
1337,customer,false,"- Safety assurance prominently"
1338,customer,false,"- ■■■ ■■■ ■■■■ ■■ - visual safety proof"
1339,customer,false,"- International payment support"
1340,customer,false,"- Multi-currency display (future)"
1341,customer,false,"- Travel insurance info"
1342,customer,false,"- Embassy contact integration"
1343,customer,false,"• Accessibility features:"
1344,customer,false,"- Screen reader support"
1345,customer,false,"- Voice commands (future)"
1346,customer,false,"- Large text option"
1347,customer,false,"- High contrast mode"
1348,customer,false,"- Wheelchair accessible vehicles"
1349,customer,false,"• Offline mode support:"
1350,customer,false,"- View saved trips offline"
1351,customer,false,"- Offline invoices"
1352,customer,false,"- Cached information"
1353,customer,false,"• Progressive Web App (PWA):"
1354,customer,false,"- Add to home screen"
1355,customer,false,"- App-like experience"
1356,customer,false,"- Fast loading"
1357,customer,false,"- Push notifications"
1358,customer,false,"• Customer support chat:"
1359,customer,false,"- Live chat support"
1360,customer,false,"- AI chatbot (basic queries)"
1361,customer,false,"- Chat history saved"
1362,customer,false,"- File sharing in chat"
1363,customer,false,"• Video call support (for international):"
1364,customer,false,"- Pre-trip video call with driver"
1365,customer,false,"- Verification purpose"
1366,customer,false,"• Travel blog section:"
1367,customer,false,"- Rajasthan travel tips"
1368,customer,false,"- Hidden gems"
1369,customer,false,"- Food guides"
1370,customer,false,"- Shopping guides"
1371,customer,false,"- Photography tips"
1372,customer,false,"• Community features:"
1373,customer,false,"- Travel buddy finding"
1374,customer,false,"- Group tours organization"
1375,customer,false,"- Forum discussions"
1376,customer,false,"- User-generated content"
1377,customer,false,"• Wishlist feature:"
1378,customer,false,"- Save places to visit"
1379,customer,false,"- Plan future trips"
1380,customer,false,"- Share wishlist"
1381,customer,false,"• Calendar integration:"
1382,customer,false,"- Add booking to calendar"
1383,customer,false,"- Sync with Google Calendar"
1384,customer,false,"- Reminder before trip"
1385,customer,false,""
1386,customer,false,""
1387,customer,false,""
1388,customer,false,"# GOindiaRIDE - COMPLETE FEATURES LIST"
1389,customer,false,"## सभी Features की विस्तृत सूची"
1390,customer,false,""
1391,customer,false,"---"
1392,customer,false,""
1393,customer,false,"## SECTION A: CUSTOMER PORTAL (ग्राहक पोर्टल)"
1394,customer,false,""
1395,customer,false,"### 1. यूजर रजिस्ट्रेशन और ऑथेंटिकेशन"
1396,customer,false,"- यूजर रजिस्ट्रेशन होनी चाहिए (User Registration & Profile System)"
1397,customer,false,"- OTP की बुकिंग करने का ऑप्शन (OTP-based booking/login)"
1398,customer,false,"- सभी पर्सनल डिटेल व ब्लॉक डिटेल के नाम सहित (Personal details with block details and names)"
1399,customer,false,"- Email/Password login"
1400,customer,false,"- Phone number verification (OTP)"
1401,customer,false,"- Google/Facebook social login"
1402,customer,false,"- User profile with photo upload"
