"feature_id","source_line","category","text"
"F0615","699","customer","• ■■ ■■■ ■■ complete historical information"
"F0616","700","customer","• ■■■■■■■ ■■ ■■■■ ■■ ■■■ (Temple aarti timings)"
"F0617","701","customer","• ■■■■ ■■ ■■■■ timing"
"F0618","702","customer","• ■■■ ■■ ■■■■ timing"
"F0619","703","customer","• ■■■■■ ■■■■ ■■ festival dates"
"F0620","704","customer","• Entry fees information (■■ ■■■ ■■)"
"F0621","705","customer","• Opening ■■ closing timings"
"F0622","706","customer","• Best time to visit suggestions"
"F0623","707","customer","• Photography allowed ■■ ■■■■"
"F0624","708","customer","• Dress code requirements (if any)"
"F0625","709","customer","• Guided tour availability"
"F0626","710","customer","• Audio guide options"
"F0627","711","customer","• Special events calendar"
"F0628","712","customer","• Festival celebrations information"
"F0629","713","customer","• Local legends ■■ stories"
"F0630","714","customer","• Architectural highlights"
"F0631","715","customer","• Photo gallery - real trip photos"
"F0632","716","customer","• 360-degree virtual tour (future)"
"F0633","717","customer","• Nearby attractions list"
"F0634","718","customer","• Distance from major cities"
"F0635","719","customer","• How to reach information"
"F0636","720","customer","• Parking availability"
"F0637","723","customer","■.■ ■■■■■■ ■■■■■■ (Complete Booking System)"
"F0638","724","customer","• ■■■ ■■ ■■■ ■■ ■■■■■ ■■■■ ■■ ■■■■■ ■■■■ ■■■■■"
"F0639","725","customer","• Pickup location search with auto-suggestions"
"F0640","726","customer","• ■■■■■■■■ ■■ ■■■ ■■■■ ■ ■■■■ ■■■■■ ■■ ■■■ ■■■■"
"F0641","727","customer","• All cities auto-suggest (Jaipur, Udaipur, Jodhpur, etc.)"
"F0642","728","customer","• All forts auto-suggest (Amber, Mehrangarh, etc.)"
"F0643","729","customer","• All temples auto-suggest (Ajmer Sharif, Brahma Temple, etc.)"
"F0644","730","customer","• All tourist spots auto-suggest"
"F0645","731","customer","• Villages ■■ small towns ■■ included"
"F0646","732","customer","• Custom location entry option"
"F0647","733","customer","• GPS-based current location pickup"
"F0648","734","customer","• Drop location search with same auto-suggestions"
"F0649","735","customer","• Popular routes quick select"
"F0650","736","customer","• Recent locations history"
"F0651","737","customer","• Favorite locations save ■■■■ ■■ option"
"F0652","738","customer","• Multi-stop trip planning (future feature)"
"F0653","739","customer","• Round trip option"
"F0654","740","customer","• One-way trip option"
"F0655","741","customer","• Vehicle type selection"
"F0656","742","customer","• Hatchback (4 seater) - photo ■■ capacity"
"F0657","743","customer","• Sedan (4 seater) - photo ■■ capacity"
"F0658","744","customer","• SUV (6-7 seater) - photo ■■ capacity"
"F0659","745","customer","• Tempo Traveller (12 seater) - photo ■■ capacity"
"F0660","746","customer","• Bus (20+ seater) - photo ■■ capacity"
"F0661","747","customer","• AC ■■ Non-AC options"
"F0662","748","customer","• Vehicle features display (music, WiFi, etc.)"
"F0663","749","customer","• Date picker - minimum 2 hours advance booking"
"F0664","750","customer","• Time picker with 30-minute slots"
"F0665","751","customer","• Flexible timing option"
"F0666","752","customer","• Immediate booking (if available)"
"F0667","753","customer","• Advanced booking (up to 3 months)"
"F0668","754","customer","• Passenger details form"
"F0669","755","customer","• Main passenger name"
"F0670","756","customer","• Phone number"
"F0671","757","customer","• Email address"
"F0672","758","customer","• Number of passengers"
"F0673","759","customer","• Special requirements field"
"F0674","760","customer","• Luggage details"
"F0675","761","customer","• Child seat requirement"
"F0676","762","customer","• Pet-friendly option"
"F0677","763","customer","• Wheelchair accessibility"
"F0678","764","customer","• Additional notes field"
"F0679","767","customer","■.■ ■■■■■■ ■■■■ ■■ ■■■■■ ■■■■■■■■ (Fare Calculation)"
"F0680","768","customer","• Real-time fare calculator"
"F0681","769","customer","• Distance-based automatic calculation"
"F0682","770","customer","• Vehicle type ■■ ■■■■ ■■ pricing"
"F0683","771","customer","• Base fare display (■■■■■■■ ■■■■■■)"
"F0684","772","customer","• Per kilometer charges"
"F0685","773","customer","• Minimum fare guarantee"
"F0686","774","customer","• Maximum fare cap"
"F0687","775","customer","• GST calculation (5% auto-add)"
"F0688","776","customer","• Complete fare breakdown display:"
"F0689","777","customer","- Base charge"
"F0690","778","customer","- Distance charge (KM × Rate)"
"F0691","779","customer","- GST amount"
"F0692","780","customer","- Total payable amount"
"F0693","781","customer","• Toll charges (if applicable)"
"F0694","782","customer","• Parking charges (if applicable)"
"F0695","783","customer","• Night charges (10 PM - 6 AM)"
"F0696","784","customer","• Peak hours surcharge"
"F0697","785","customer","• Festival season pricing"
"F0698","786","customer","• Dynamic pricing based on demand"
"F0699","787","customer","• Multiple vehicle price comparison"
"F0700","788","customer","• Estimated vs actual fare display"
"F0701","789","customer","• Fare estimate via SMS/Email"
"F0702","790","customer","• Price freeze option"
"F0703","791","customer","• Round trip discount"
"F0704","792","customer","• Long distance package rates"
"F0705","793","customer","• Group booking discounts"
"F0706","794","customer","• Promo code discount deduction"
"F0707","795","customer","• Loyalty points redemption"
"F0708","796","customer","• Wallet balance adjustment"
"F0709","797","customer","• Final amount to pay clearly shown"
"F0710","800","customer","■.■ ■■■■■■ ■■■■■■ (Complete Payment System)"
"F0711","801","customer","• Multiple payment methods support"
"F0712","802","customer","• ■■■■■■■■■ ■■■ (PayPal) - International payment"
"F0713","803","customer","• UPI payments (■■■ UPI apps)"
"F0714","804","customer","- Google Pay (GPay)"
"F0715","805","customer","- PhonePe"
"F0716","806","customer","- Paytm UPI"
"F0717","807","customer","- BHIM UPI"
"F0718","808","customer","- Amazon Pay UPI"
"F0719","809","customer","- Any UPI ID"
"F0720","810","customer","• Credit cards (Visa, Mastercard, Amex, RuPay)"
"F0721","811","customer","• Debit cards (■■■ banks)"
"F0722","812","customer","• Net banking (■■■ major banks)"
"F0723","813","customer","- SBI, HDFC, ICICI, Axis, PNB"
"F0724","814","customer","- Regional banks ■■ included"
"F0725","815","customer","• Mobile wallets:"
"F0726","816","customer","- Paytm Wallet"
"F0727","817","customer","- PhonePe Wallet"
"F0728","818","customer","- Mobikwik"
"F0729","819","customer","- Freecharge"
"F0730","820","customer","- Amazon Pay"
"F0731","821","customer","• GOindiaRIDE Wallet (platform ■■ own wallet)"
"F0732","822","customer","- Wallet ■■■ ■■■■ add ■■■■"
"F0733","823","customer","- Wallet ■■ direct payment"
"F0734","824","customer","- Auto-reload option"
"F0735","825","customer","- Wallet transaction history"
"F0736","826","customer","- Refund to wallet (instant)"
"F0737","827","customer","• Cash on Delivery option"
"F0738","828","customer","- Driver ■■ cash payment"
"F0739","829","customer","- Change arrangement alert"
"F0740","830","customer","• EMI option (high value bookings)"
"F0741","831","customer","• Split payment (multiple methods)"
"F0742","832","customer","• Payment schedule (advance + balance)"
"F0743","833","customer","• Auto-debit facility"
"F0744","834","customer","• Payment retry option"
"F0745","835","customer","• Payment failure alerts"
"F0746","836","customer","• Transaction ID generation"
"F0747","837","customer","• Payment confirmation SMS"
"F0748","838","customer","• Payment confirmation Email"
"F0749","839","customer","• Payment receipt download (PDF)"
"F0750","840","customer","• GST invoice generation"
"F0751","841","customer","• Payment security (PCI-DSS compliant)"
"F0752","842","customer","• OTP verification for payments"
"F0753","843","customer","• CVV verification"
"F0754","844","customer","• 3D Secure authentication"
"F0755","845","customer","• Refund to original payment method"
"F0756","846","customer","• Refund timeline display"
"F0757","847","customer","• Payment history tracking"
"F0758","848","customer","• Monthly payment statements"
"F0759","851","customer","■.■ ■■■■ ■■■■■■■■ ■■ ■■■■■■■■■ (Ride History Management)"
"F0760","852","customer","• Complete ride history (■■■ past bookings)"
"F0761","853","customer","• Upcoming bookings display"
"F0762","854","customer","• Completed trips list"
"F0763","855","customer","• Cancelled bookings list"
"F0764","856","customer","• Ongoing trip tracking"
"F0765","857","customer","• Filter by date range"
"F0766","858","customer","• Filter by status (completed/cancelled/pending)"
"F0767","859","customer","• Search by booking ID"
"F0768","860","customer","• Search by destination"
"F0769","861","customer","• Trip details view:"
"F0770","862","customer","- Booking date ■■ time"
"F0771","863","customer","- Pickup location"
"F0772","864","customer","- Drop location"
"F0773","865","customer","- Distance traveled"
"F0774","866","customer","- Time taken"
"F0775","867","customer","- Vehicle type"
"F0776","868","customer","- Driver name ■■ photo"
"F0777","869","customer","- Driver rating"
"F0778","870","customer","- Fare paid"
"F0779","871","customer","- Payment method"
"F0780","872","customer","• Route map view"
"F0781","873","customer","• Trip timeline"
"F0782","874","customer","• Trip photos (if uploaded)"
"F0783","875","customer","• Invoice download (PDF format)"
"F0784","876","customer","• GST invoice"
"F0785","877","customer","• Print invoice option"
"F0786","878","customer","• Email invoice"
"F0787","879","customer","• Ride cancellation option"
"F0788","880","customer","• Cancellation before 24 hours - 100% refund"
"F0789","881","customer","• Cancellation 12-24 hours before - 50% refund"
"F0790","882","customer","• Cancellation less than 12 hours - No refund"
"F0791","883","customer","• Cancellation penalty display"
"F0792","884","customer","• Refund status tracking"
"F0793","885","customer","• Rebook option (■■ click ■■■ ■■■ ■■ book)"
"F0794","886","customer","• Same route booking"
"F0795","887","customer","• Modify existing booking"
"F0796","888","customer","• Add to favorite routes"
"F0797","889","customer","• Share trip details:"
"F0798","890","customer","- WhatsApp share"
"F0799","891","customer","- Email share"
"F0800","892","customer","- SMS share"
"F0801","893","customer","- Social media share"
"F0802","894","customer","• Export trip history (Excel/PDF)"
"F0803","895","customer","• Monthly trip summary"
"F0804","896","customer","• Total distance traveled"
"F0805","897","customer","• Total money spent"
"F0806","898","customer","• Carbon footprint calculator"
"F0807","899","customer","• Loyalty points earned per trip"
"F0808","902","customer","■.■ ■■■■■■ ■■ ■■■■■■ ■■■■■■ (Rating & Review System)"
"F0809","903","customer","• Driver rating system (1-5 stars)"
"F0810","904","customer","• Vehicle condition rating"
"F0811","905","customer","• Service quality rating"
"F0812","906","customer","• Punctuality rating"
"F0813","907","customer","• Behavior rating"
"F0814","908","customer","• Overall experience rating"
"F0815","909","customer","• Written review ■■■■■ ■■ option"
"F0816","910","customer","• Review character limit (500 words)"
"F0817","911","customer","• Review editing option"
"F0818","912","customer","• Review delete option"
"F0819","913","customer","• Photo upload from trip"
"F0820","914","customer","• Multiple photos upload (up to 10)"
"F0821","915","customer","• Video review upload (optional)"
"F0822","916","customer","• Anonymous review option"
"F0823","917","customer","• Public review display"
"F0824","918","customer","• Verified booking badge on review"
"F0825","919","customer","• Review helpful/not helpful voting"
"F0826","920","customer","• View other customer reviews"
"F0827","921","customer","• Sort reviews by:"
"F0828","922","customer","- Most recent"
"F0829","923","customer","- Highest rated"
"F0830","924","customer","- Lowest rated"
"F0831","925","customer","- Most helpful"
"F0832","926","customer","• Filter reviews by rating"
"F0833","927","customer","• Driver response to reviews"
"F0834","928","customer","• Admin moderation of reviews"
"F0835","929","customer","• Report inappropriate reviews"
"F0836","930","customer","• Review rewards (loyalty points)"
"F0837","931","customer","• Monthly best reviewer badge"
"F0838","932","customer","• Share your review on social media"
"F0839","935","customer","■.■ ■■■■■■■ ■■ ■■■■■■■■■ ■■■■■■■■ (Safety & Emergency)"
"F0840","936","customer","• Emergency SOS button (highly visible)"
"F0841","937","customer","• One-click emergency alert"
"F0842","938","customer","• SOS sends GPS location automatically"
"F0843","939","customer","• SOS alerts admin instantly"
"F0844","940","customer","• SOS alerts police (if configured)"
"F0845","941","customer","• SOS alerts emergency contacts"
"F0846","942","customer","• Share ride details via WhatsApp"
"F0847","943","customer","• Share ride details via SMS"
"F0848","944","customer","• Share ride details via Email"
"F0849","945","customer","• Live location sharing:"
"F0850","946","customer","- Share with family members"
"F0851","947","customer","- Share with friends"
"F0852","948","customer","- Real-time location updates"
"F0853","949","customer","- Location sharing duration control"
"F0854","950","customer","• Add 3 emergency contacts"
"F0855","951","customer","- Name, phone, relation"
"F0856","952","customer","- Auto-alert in emergency"
"F0857","953","customer","• 24/7 customer support:"
"F0858","954","customer","- Phone support"
"F0859","955","customer","- Chat support"
"F0860","956","customer","- Email support"
"F0861","957","customer","- WhatsApp support"
"F0862","958","customer","• Help center with FAQs"
"F0863","959","customer","• Common issues ■■ solutions"
"F0864","960","customer","• Safety guidelines for travelers"
"F0865","961","customer","• Women safety features:"
"F0866","962","customer","- Female driver preference option"
"F0867","963","customer","- Share OTP verification"
"F0868","964","customer","- Trusted contact verification"
"F0869","965","customer","• Night travel safety tips"
"F0870","966","customer","• Insurance information display"
"F0871","967","customer","• Passenger insurance details"
"F0872","968","customer","• Accident helpline number"
"F0873","969","customer","• Medical emergency contacts"
"F0874","970","customer","• Nearest hospital information"
"F0875","971","customer","• Police station contacts"
"F0876","972","customer","• Tourist helpline numbers"
"F0877","973","customer","• Embassy contacts (for international tourists)"
"F0878","974","customer","• In-trip support button"
"F0879","975","customer","• Report unsafe driving"
"F0880","976","customer","• Report route deviation"
"F0881","977","customer","• Speed limit alerts"
"F0882","978","customer","• Trip recording option"
"F0883","979","customer","• Audio recording (with consent)"
"F0884","980","customer","• Panic mode (silent alert)"
"F0885","981","customer","• Safe arrival confirmation"
"F0886","982","customer","• Destination reached notification"
"F0887","985","customer","■.■ ■■■■■■ ■■ ■■■■■■■ ■■■■■■■■ (Tourism & Local Services)"
"F0888","986","customer","• Restaurant recommendations (verified)"
"F0889","987","customer","- Multi-cuisine restaurants"
"F0890","988","customer","- Local Rajasthani food spots"
"F0891","989","customer","- Budget restaurants"
"F0892","990","customer","- Premium dining"
"F0893","991","customer","- Street food recommendations"
"F0894","992","customer","- Vegetarian/Non-veg options"
"F0895","993","customer","- Restaurant ratings ■■ reviews"
"F0896","994","customer","- Distance from current location"
"F0897","995","customer","- Booking/reservation option"
"F0898","996","customer","• Shop/Post office/Hotel ■■ ■■■■■■■"
"F0899","997","customer","• Handicraft shops information:"
"F0900","998","customer","- Textile shops"
"F0901","999","customer","- Jewelry shops"
"F0902","1000","customer","- Pottery ■■ ceramics"
"F0903","1001","customer","- Leather goods"
"F0904","1002","customer","- Miniature paintings"
"F0905","1003","customer","- Blue pottery"
"F0906","1004","customer","- Bandhani ■■ tie-dye"
"F0907","1005","customer","- Rajasthani puppets"
"F0908","1006","customer","- Shop ratings"
"F0909","1007","customer","- Price range"
"F0910","1008","customer","- Bargaining tips"
"F0911","1009","customer","• Hotel recommendations:"
"F0912","1010","customer","- Budget hotels"
"F0913","1011","customer","- Mid-range hotels"
"F0914","1012","customer","- Luxury hotels"
"F0915","1013","customer","- Heritage hotels"
"F0916","1014","customer","- Homestays"
"F0917","1015","customer","- Hotel ratings"
"F0918","1016","customer","- Room rates"
"F0919","1017","customer","- Amenities list"
"F0920","1018","customer","- Booking links"
"F0921","1019","customer","• Post office locations"
"F0922","1020","customer","• ATM locations"
"F0923","1021","customer","• Petrol pumps"
"F0924","1022","customer","• Medical stores (24×7)"
"F0925","1023","customer","• Hospitals ■■ clinics"
"F0926","1024","customer","• Police stations"
"F0927","1025","customer","• Tourist information centers"
"F0928","1026","customer","• Currency exchange centers"
"F0929","1027","customer","• Parking areas"
"F0930","1028","customer","• Public toilets"
"F0931","1029","customer","• Railway stations"
"F0932","1030","customer","• Bus stands"
"F0933","1031","customer","• Airport information"
"F0934","1032","customer","• Photography spots:"
"F0935","1033","customer","- Best sunset points"
"F0936","1034","customer","- Best sunrise spots"
"F0937","1035","customer","- Instagram-worthy locations"
"F0938","1036","customer","- Selfie points"
"F0939","1037","customer","• Cultural events calendar:"
"F0940","1038","customer","- Festivals"
"F0941","1039","customer","- Fairs (Pushkar Fair, etc.)"
"F0942","1040","customer","- Folk music events"
"F0943","1041","customer","- Dance performances"
"F0944","1042","customer","- Camel rides"
"F0945","1043","customer","- Desert camps"
"F0946","1044","customer","• Local guides contact"
"F0947","1045","customer","• Language translator services"
"F0948","1046","customer","• Shopping tips"
"F0949","1047","customer","• Local customs information"
"F0950","1048","customer","• Weather forecast"
"F0951","1049","customer","• Best season to visit"
"F0952","1050","customer","• Monsoon travel tips"
"F0953","1051","customer","• Summer travel precautions"
"F0954","1052","customer","• Winter travel guide"
"F0955","1056","customer","■.■■ ■■■■■■ ■■■ ■■ ■■■ (Promo Codes & Discounts)"
"F0956","1057","customer","• Discount coupon codes"
"F0957","1058","customer","• First ride discount (special offer)"
"F0958","1059","customer","• Sign-up bonus"
"F0959","1060","customer","• Referral program:"
"F0960","1061","customer","- Refer a friend ■■ earn discount"
"F0961","1062","customer","- Referral code sharing"
"F0962","1063","customer","- WhatsApp share"
"F0963","1064","customer","- Social media share"
"F0964","1065","customer","- Referral earnings tracking"
"F0965","1066","customer","- Both parties get discount"
"F0966","1067","customer","• Loyalty points system:"
"F0967","1068","customer","- Earn points on every ride"
"F0968","1069","customer","- 1 trip = X points"
"F0969","1070","customer","- Points to rupees conversion"
"F0970","1071","customer","- Redeem points for discounts"
"F0971","1072","customer","- Points balance display"
"F0972","1073","customer","- Points expiry information"
"F0973","1074","customer","- Bonus points on special occasions"
"F0974","1075","customer","• Seasonal offers:"
"F0975","1076","customer","- Diwali special discount"
"F0976","1077","customer","- Holi offers"
"F0977","1078","customer","- New Year deals"
"F0978","1079","customer","- Republic Day offer"
"F0979","1080","customer","- Independence Day discount"
"F0980","1081","customer","- Navratri special"
"F0981","1082","customer","- Christmas offers"
"F0982","1083","customer","• Festival season packages"
"F0983","1084","customer","• Pushkar Fair special rates"
"F0984","1085","customer","• Group booking discounts:"
"F0985","1086","customer","- Family packages"
"F0986","1087","customer","- Corporate bookings discount"
"F0987","1088","customer","- School/college group rates"
"F0988","1089","customer","- Multiple vehicle booking discount"
"F0989","1090","customer","• Long distance discounts"
"F0990","1091","customer","• Round trip packages"
"F0991","1092","customer","• Multi-day trip packages"
"F0992","1093","customer","• Weekend special offers"
"F0993","1094","customer","• Weekday discounts"
"F0994","1095","customer","• Early bird discounts (advance booking)"
"F0995","1096","customer","• Last-minute deals"
"F0996","1097","customer","• Birthday special discount"
"F0997","1098","customer","• Anniversary offers"
"F0998","1099","customer","• Student discounts (with valid ID)"
"F0999","1100","customer","• Senior citizen discounts"
"F1000","1101","customer","• Armed forces discounts"
"F1001","1102","customer","• Coupon code redemption:"
"F1002","1103","customer","- Apply code at checkout"
"F1003","1104","customer","- Auto-apply best offer"
"F1004","1105","customer","- Multiple code usage rules"
"F1005","1106","customer","- Coupon code validation"
"F1006","1107","customer","- Expiry date display"
"F1007","1108","customer","• Cashback offers:"
"F1008","1109","customer","- Cashback to wallet"
"F1009","1110","customer","- Cashback percentage"
"F1010","1111","customer","- Minimum booking amount"
"F1011","1112","customer","- Maximum cashback limit"
"F1012","1113","customer","• Combo offers:"
"F1013","1114","customer","- Hotel + Taxi package"
"F1014","1115","customer","- Sight-seeing + Taxi combo"
"F1015","1116","customer","- Meal + Taxi offer"
"F1016","1117","customer","• Bank offers:"
"F1017","1118","customer","- HDFC card offers"
"F1018","1119","customer","- ICICI bank discounts"
"F1019","1120","customer","- SBI card cashback"
"F1020","1121","customer","- Other bank promotions"
"F1021","1122","customer","• Wallet-specific offers"
"F1022","1123","customer","• UPI payment cashback"
"F1023","1124","customer","• Payment method discounts"
"F1024","1127","customer","■.■■ ■■■■ ■■■■■■■■ (User Dashboard)"
"F1025","1128","customer","• Personalized dashboard"
"F1026","1129","customer","• Welcome message with user name"
"F1027","1130","customer","• Profile completion percentage"
"F1028","1131","customer","• Upcoming bookings display:"
"F1029","1132","customer","- Next trip details"
"F1030","1133","customer","- Countdown timer"
"F1031","1134","customer","- Quick cancel option"
"F1032","1135","customer","- Modify booking option"
"F1033","1136","customer","• Recent trips summary"
"F1034","1137","customer","• Total trips completed counter"
"F1035","1138","customer","• Total distance traveled (in KM)"
"F1036","1139","customer","• Total money spent (lifetime)"
"F1037","1140","customer","• This month's expense"
"F1038","1141","customer","• Average trip cost"
"F1039","1142","customer","• Loyalty points balance:"
"F1040","1143","customer","- Current points"
"F1041","1144","customer","- Points about to expire"
"F1042","1145","customer","- Next reward milestone"
"F1043","1146","customer","• Wallet balance display:"
"F1044","1147","customer","- Current balance"
"F1045","1148","customer","- Add money button"
"F1046","1149","customer","- Transaction history"
"F1047","1150","customer","• Saved favorite locations:"
"F1048","1151","customer","- Home address"
"F1049","1152","customer","- Work address"
"F1050","1153","customer","- Frequent destinations"
"F1051","1154","customer","- Quick booking from favorites"
"F1052","1155","customer","• Emergency contacts list:"
"F1053","1156","customer","- View contacts"
"F1054","1157","customer","- Edit contacts"
"F1055","1158","customer","- Add new contact"
"F1056","1159","customer","• Quick actions:"
"F1057","1160","customer","- Book now button"
"F1058","1161","customer","- Rebook last trip"
"F1059","1162","customer","- View invoices"
"F1060","1163","customer","- Download statements"
"F1061","1164","customer","• Notifications center:"
"F1062","1165","customer","- Unread notifications count"
"F1063","1166","customer","- All notifications list"
"F1064","1167","customer","- Mark as read option"
"F1065","1168","customer","- Clear all notifications"
"F1066","1169","customer","• Offers ■■ promotions:"
"F1067","1170","customer","- Active offers display"
"F1068","1171","customer","- Expiring soon alerts"
"F1069","1172","customer","- Claim offer button"
"F1070","1173","customer","• Achievements ■■ badges:"
"F1071","1174","customer","- Frequent traveler badge"
"F1072","1175","customer","- Explorer badge"
"F1073","1176","customer","- Loyal customer badge"
"F1074","1177","customer","- Early adopter badge"
"F1075","1178","customer","• Travel statistics:"
"F1076","1179","customer","- Most visited place"
"F1077","1180","customer","- Favorite vehicle type"
"F1078","1181","customer","- Preferred driver"
"F1079","1182","customer","- Peak travel time"
"F1080","1183","customer","• Carbon footprint:"
"F1081","1184","customer","- CO2 saved vs personal vehicle"
"F1082","1185","customer","- Environmental impact"
"F1083","1186","customer","• Referral status:"
"F1084","1187","customer","- Friends referred count"
"F1085","1188","customer","- Successful referrals"
"F1086","1189","customer","- Pending referrals"
"F1087","1190","customer","- Earnings from referrals"
"F1088","1191","customer","• Settings quick access:"
"F1089","1192","customer","- Profile settings"
"F1090","1193","customer","- Notification preferences"
"F1091","1194","customer","- Privacy settings"
"F1092","1195","customer","- Language change"
"F1093","1196","customer","- Help and support"
"F1094","1197","customer","• Feedback option"
"F1095","1198","customer","• Rate your experience"
"F1096","1199","customer","• Suggest improvements"
"F1097","1202","customer","■.■■ ■■■■■■■■■■ ■■■■■■ (Notification System)"
"F1098","1203","customer","• Push notifications (real-time)"
"F1099","1204","customer","• SMS notifications"
"F1100","1205","customer","• Email notifications"
"F1101","1206","customer","• WhatsApp notifications (optional)"
"F1102","1207","customer","• Booking confirmation notification"
"F1103","1208","customer","• Driver assignment alert:"
"F1104","1209","customer","- Driver name"
"F1105","1210","customer","- Driver photo"
"F1106","1211","customer","- Vehicle details"
"F1107","1212","customer","- Contact number"
"F1108","1213","customer","• Driver on the way notification"
"F1109","1214","customer","• Driver arrival alert (5 mins before)"
"F1110","1215","customer","• Driver arrived notification"
"F1111","1216","customer","• OTP verification notification"
"F1112","1217","customer","• Trip started notification"
"F1113","1218","customer","• Trip ongoing updates (optional)"
"F1114","1219","customer","• Mid-trip alerts"
"F1115","1220","customer","• Trip completed notification"
"F1116","1221","customer","• Payment success confirmation"
"F1117","1222","customer","• Invoice ready notification"
"F1118","1223","customer","• Refund processed alert"
"F1119","1224","customer","• Promo code activated message"
"F1120","1225","customer","• Discount applied notification"
"F1121","1226","customer","• Loyalty points earned alert"
"F1122","1227","customer","• Points about to expire warning"
"F1123","1228","customer","• Wallet balance low alert"
"F1124","1229","customer","• Wallet money added confirmation"
"F1125","1230","customer","• New offer launched notification"
"F1126","1231","customer","• Expiring offer reminder"
"F1127","1232","customer","• Festival special offers alert"
"F1128","1233","customer","• Referral success notification"
"F1129","1234","customer","• Friend joined via referral alert"
"F1130","1235","customer","• Achievement unlocked notification"
"F1131","1236","customer","• New badge earned alert"
"F1132","1237","customer","• Birthday wishes ■■ special offer"
"F1133","1238","customer","• Anniversary discount notification"
"F1134","1239","customer","• Booking reminder (1 day before)"
"F1135","1240","customer","• Booking reminder (1 hour before)"
"F1136","1241","customer","• Weather alert (if bad weather)"
"F1137","1242","customer","• Road closure information"
"F1138","1243","customer","• Festival crowd alert"
"F1139","1244","customer","• Driver rating reminder"
"F1140","1245","customer","• Incomplete booking reminder"
"F1141","1246","customer","• Abandoned cart reminder"
"F1142","1247","customer","• Re-engagement notifications:"
"F1143","1248","customer","- Miss you messages"
"F1144","1249","customer","- Come back offers"
"F1145","1250","customer","- Special discounts for inactive users"
"F1146","1251","customer","• Profile completion reminder"
"F1147","1252","customer","• Emergency contact update reminder"
"F1148","1253","customer","• Document expiry alert (if applicable)"
"F1149","1254","customer","• App update available notification"
"F1150","1255","customer","• New feature announcement"
"F1151","1256","customer","• Notification preferences:"
"F1152","1257","customer","- Enable/Disable notifications"
"F1153","1258","customer","- Choose notification types"
"F1154","1259","customer","- Notification sound"
"F1155","1260","customer","- Vibration on/off"
"F1156","1261","customer","- Do Not Disturb hours"
"F1157","1262","customer","• Notification history"
"F1158","1263","customer","• Unread notifications badge"
"F1159","1264","customer","• Notification actions:"
"F1160","1265","customer","- Quick reply from notification"
"F1161","1266","customer","- Book from notification"
"F1162","1267","customer","- View details"
"F1163","1268","customer","- Dismiss"
"F1164","1269","customer","- Snooze"
"F1165","1272","customer","■.■■ ■■■■■■■■ ■■■■■■ ■■■■■■■■ (Additional Customer Features)"
"F1166","1273","customer","• Multi-language support:"
"F1167","1274","customer","- ■■■■■ (Hindi)"
"F1168","1275","customer","- English"
"F1169","1276","customer","- ■■■■■■■■■ (Rajasthani)"
"F1170","1277","customer","- German (■■■■■)"
"F1171","1278","customer","- French (■■■■■■)"
"F1172","1279","customer","- Spanish (■■■■■■■)"
"F1173","1280","customer","- Chinese (■■■■■■ ■■■) all language"
"F1174","1281","customer","• ■■■■ ■■■■■■■■ (Language communication support)"
"F1175","1282","customer","• Real-time language translation"
"F1176","1283","customer","• Trip before preview (unique) - ■■■■■ ■■ ■■■■■■"
"F1177","1284","customer","- Virtual tour of destination"
"F1178","1285","customer","- Photos of route"
"F1179","1286","customer","- Points of interest"
"F1180","1287","customer","- Estimated journey visuals"
"F1181","1288","customer","• Real Trip Photos (■■■■ ■■■■■■):"
"F1182","1289","customer","- Actual customer trip photos"
"F1183","1290","customer","- Photo gallery"
"F1184","1291","customer","- Before and after photos"
"F1185","1292","customer","- Seasonal photos"
"F1186","1293","customer","• 'Why Come Back Again' section:"
"F1187","1294","customer","- Unique experiences highlight"
"F1188","1295","customer","- Customer testimonials"
"F1189","1296","customer","- Return customer benefits"
"F1190","1297","customer","• 'Why Trust Us' section:"
"F1191","1298","customer","- Company credentials"
"F1192","1299","customer","- Safety record"
"F1193","1300","customer","- Customer satisfaction rate"
"F1194","1301","customer","- Awards ■■ recognition"
"F1195","1302","customer","- Media coverage"
"F1196","1303","customer","- Certifications"
"F1197","1304","customer","• Emotional Connect content:"
"F1198","1305","customer","- Personal stories"
"F1199","1306","customer","- Memorable journeys"
"F1200","1307","customer","- Family travel experiences"
"F1201","1308","customer","- Cultural connections"
"F1202","1309","customer","• Conversion ■■■■■■ ■■■■ ■■■■:"
"F1203","1310","customer","- Clear call-to-action buttons"
"F1204","1311","customer","- Limited time offers display"
"F1205","1312","customer","- Urgency creators (X seats left)"
"F1206","1313","customer","- Trust badges"
"F1207","1314","customer","- Secure payment icons"
"F1208","1315","customer","• Social Proof elements:"
"F1209","1316","customer","- Total customers served"
"F1210","1317","customer","- Total kilometers covered"
"F1211","1318","customer","- Total trips completed"
"F1212","1319","customer","- Average rating display"
"F1213","1320","customer","- Customer reviews count"
"F1214","1321","customer","- Media mentions"
"F1215","1322","customer","- Celebrity endorsements"
"F1216","1323","customer","- Awards display"
"F1217","1324","customer","• 'Experience, not Ride' Section:"
"F1218","1325","customer","- Journey as experience marketing"
"F1219","1326","customer","- Cultural immersion focus"
"F1220","1327","customer","- Local insights"
"F1221","1328","customer","- Storytelling approach"
"F1222","1329","customer","• Payment & Money Trust indicators:"
"F1223","1330","customer","- Secure payment badges"
"F1224","1331","customer","- PCI-DSS certification"
